ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
19829,PLCP,4220,001,Seminar,"3","James Savage","Tu 3:30PM - 6:00PM","Ruffner Hall 123","Comparative Budgeting and Economic Policy","",Open,12,15,0
19830,PLCP,4500,001,Seminar,"3","Anne Meng","Mo 6:00PM - 8:30PM","New Cabell Hall 594","Special Topics in Comparative Politics","Authoritarian Regimes",Closed,15,15,0
19831,PLCP,4500,002,Seminar,"3","Anne Meng","Tu 6:00PM - 8:30PM","Nau Hall 241","Special Topics in Comparative Politics","",Closed,15,15,0
19834,PLCP,4500,003,Seminar,"3","Denise Walsh","We 12:30PM - 3:00PM","Gibson Hall 296","Special Topics in Comparative Politics","PVI in the Global South",Closed,15,15,0
19835,PLCP,4500,004,Seminar,"3","Jonah Schulhofer-Wohl","Mo 3:30PM - 6:00PM","New Cabell Hall 132","Special Topics in Comparative Politics","Political Mayhem",Closed,17,15,0
14479,PLCP,4652,001,Seminar,"3","John Echeverri-Gent","We 3:30PM - 6:00PM","New Cabell Hall 036","Markets, Inequality,  and the Politics of Development","",Closed,15,15,0
13508,PLCP,4999,001,Independent Study,"3","Sidney Milkis","TBA","TBA","Senior Thesis","",Open,1,20,0
21989,PLCP,5993,001,Independent Study,"1 - 3","Denise Walsh","TBA","TBA","Selected Problems in Comparative Politics","",Open,1,25,0
22081,PLCP,5993,002,Independent Study,"1 - 3","Lynn Sanders","TBA","TBA","Selected Problems in Comparative Politics","",Open,1,25,0
22408,PLCP,5993,003,Independent Study,"1 - 3","John Echeverri-Gent","TBA","TBA","Selected Problems in Comparative Politics","",Open,2,25,0
21840,PLCP,8500,001,Seminar,"3","Jonah Schulhofer-Wohl","Mo 7:00PM - 9:30PM","Gibson Hall 241","Special Topics in Comparative Politics","Civil Wars in Theory and Prac",Open,2,5,0
11321,PLCP,8998,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,3,50,0
11322,PLCP,8999,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research","",Open,1,50,0
11323,PLCP,9998,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,5,50,0
11324,PLCP,9999,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research","",Open,6,50,0
19836,PLIR,3060,100,Lecture,"3","Dale Copeland","MoWe 1:00PM - 1:50PM","Maury Hall 209","Military Force in International Relations","",Closed,248,240,0
19837,PLIR,3060,101,Discussion,"0","Jeremiah Rozman","We 4:00PM - 4:50PM","Nau Hall 242","Military Force in International Relations","",Closed,20,20,0
19838,PLIR,3060,102,Discussion,"0","Jeremiah Rozman","We 5:00PM - 5:50PM","Gibson Hall 141","Military Force in International Relations","",Closed,25,20,0
19839,PLIR,3060,103,Discussion,"0","Jeremiah Rozman","We 6:00PM - 6:50PM","Nau Hall 242","Military Force in International Relations","",Closed,20,20,0
19840,PLIR,3060,104,Discussion,"0","Ruixing Cao","We 5:00PM - 5:50PM","Nau Hall 242","Military Force in International Relations","",Closed,24,20,0
19841,PLIR,3060,105,Discussion,"0","Ruixing Cao","We 6:00PM - 6:50PM","Gibson Hall 241","Military Force in International Relations","",Closed,20,20,0
19842,PLIR,3060,106,Discussion,"0","Ruixing Cao","We 7:00PM - 7:50PM","Gibson Hall 242","Military Force in International Relations","",Closed,21,20,0
19843,PLIR,3060,107,Discussion,"0","Chen Wang","Th 5:00PM - 5:50PM","New Cabell Hall 291","Military Force in International Relations","",Closed,21,20,0
19844,PLIR,3060,108,Discussion,"0","Chen Wang","Th 6:00PM - 6:50PM","New Cabell Hall 411","Military Force in International Relations","",Closed,20,20,0
19845,PLIR,3060,109,Discussion,"0","Chen Wang","Th 7:00PM - 7:50PM","New Cabell Hall 032","Military Force in International Relations","",Closed,20,20,0
19846,PLIR,3060,110,Discussion,"0","Yuxing Liang","Fr 2:00PM - 2:50PM","Nau Hall 141","Military Force in International Relations","",Closed,21,20,0
19847,PLIR,3060,111,Discussion,"0","Yuxing Liang","Fr 3:00PM - 3:50PM","Gibson Hall 241","Military Force in International Relations","",Open,19,20,0
19848,PLIR,3060,112,Discussion,"0","Yuxing Liang","Fr 4:00PM - 4:50PM","New Cabell Hall 111","Military Force in International Relations","",Open,17,20,0
11325,PLIR,3310,100,Lecture,"3","Michael Smith","MoWe 12:00PM - 12:50PM","Nau Hall 101","Ethics and Human Rights in World Politics","",Open,234,240,0
11326,PLIR,3310,101,Discussion,"0","Theophilus Yakah","Th 4:00PM - 4:50PM","New Cabell Hall 291","Ethics and Human Rights in World Politics","",Closed,20,20,0
11327,PLIR,3310,102,Discussion,"0","Marc Opper","Fr 2:00PM - 2:50PM","Gibson Hall 241","Ethics and Human Rights in World Politics","",Closed,20,20,0
11328,PLIR,3310,103,Discussion,"0","Marc Opper","Fr 3:00PM - 3:50PM","Nau Hall 142","Ethics and Human Rights in World Politics","",Open,19,20,0
11329,PLIR,3310,104,Discussion,"0","Marc Opper","We 5:00PM - 5:50PM","Gibson Hall 242","Ethics and Human Rights in World Politics","",Closed,19,20,0
11330,PLIR,3310,105,Discussion,"0","Theophilus Yakah","Th 7:00PM - 7:50PM","New Cabell Hall 183","Ethics and Human Rights in World Politics","",Closed,20,20,0
11331,PLIR,3310,106,Discussion,"0","Marc Opper","We 4:00PM - 4:50PM","New Cabell Hall 183","Ethics and Human Rights in World Politics","",Closed,19,20,0
11332,PLIR,3310,107,Discussion,"0","Theophilus Yakah","We 7:00PM - 7:50PM","Nau Hall 241","Ethics and Human Rights in World Politics","",Open,19,20,0
11333,PLIR,3310,108,Discussion,"0","Theophilus Yakah","Th 5:00PM - 5:50PM","New Cabell Hall 207","Ethics and Human Rights in World Politics","",Open,17,20,0
11334,PLIR,3310,109,Discussion,"0","Marc Opper","Fr 1:00PM - 1:50PM","Gibson Hall 142","Ethics and Human Rights in World Politics","",Closed,20,20,0
14747,PLIR,3310,110,Discussion,"0","Marc Opper","Fr 12:00PM - 12:50PM","Gibson Hall 242","Ethics and Human Rights in World Politics","",Closed,20,20,0
14948,PLIR,3310,111,Discussion,"0","Theophilus Yakah","Th 6:00PM - 6:50PM","New Cabell Hall 032","Ethics and Human Rights in World Politics","",Closed,21,20,0
14949,PLIR,3310,112,Discussion,"0","Theophilus Yakah","We 6:00PM - 6:50PM","Nau Hall 241","Ethics and Human Rights in World Politics","",Closed,20,20,0
21994,PLIR,3500,001,Lecture,"3","Gerard White","Mo 6:15PM - 8:45PM","Thornton Hall A120","Special Topics in International Relations","Religion, Violence, Strategy",Open,23,60,0
14642,PLIR,3610,001,Lecture,"3","Karl Pfefferkorn","MoWe 3:00PM - 4:15PM","Gibson Hall 242","European Union in World Affairs","",Closed,30,30,0
13235,PLIR,4150,001,Seminar,"3","Dale Copeland","Mo 3:30PM - 6:00PM","Nau Hall 141","Economics and National Security","",Closed,22,15,0
19849,PLIR,4410,001,Seminar,"3","Sonal Pandya","Tu 1:00PM - 3:30PM","Minor Hall 130","Political Economy of Foreign Direct Investment","",Closed,19,15,0
13732,PLIR,4500,001,Seminar,"3","Allen Lynch","Tu 6:00PM - 8:30PM","New Cabell Hall 211","Special Topics in International Relations","American-Russian Relations",Closed,17,15,0
21108,PLIR,4500,002,Seminar,"3","Hannah Alarian","We 6:00PM - 8:30PM","New Cabell Hall 383","Special Topics in International Relations","Citizenship and Migration",Open,14,15,0
13236,PLIR,4990,001,Seminar,"9","Todd Sechser","We 12:00PM - 2:30PM","Contact Department","Honors Core Seminar in International Relations","",Closed,7,7,0
13509,PLIR,4999,001,Independent Study,"3","Sidney Milkis","TBA","TBA","Senior Thesis","",Open,1,20,0
19853,PLIR,5500,001,Seminar,"3","Jonah Schulhofer-Wohl","Mo 7:00PM - 9:30PM","Gibson Hall 241","Special Topics","Civil Wars in Theory&Practice",Open,2,5,0
19850,PLIR,5810,001,Seminar,"3","Brantly Womack","MoWe 4:30PM - 5:45PM","New Cabell Hall 415","Asymmetry and International Relations","",Open,13,15,0
21988,PLIR,5993,001,Independent Study,"1 - 3","Brantly Womack","TBA","TBA","Selected Problems in International Relations","",Open,3,25,0
22525,PLIR,5993,002,Independent Study,"1 - 3","Allen Lynch","TBA","TBA","Selected Problems in International Relations","",Open,1,25,0
22616,PLIR,5993,003,Independent Study,"1 - 3","Karl Pfefferkorn","TBA","TBA","Selected Problems in International Relations","",Open,1,5,0
19851,PLIR,7000,001,Lecture,"3","John Owen,Todd Sechser","Th 1:00PM - 3:30PM","New Cabell Hall 038","Core Seminar in International Relations","",Open,7,12,0
19852,PLIR,7380,001,Seminar,"3","Sonal Pandya","Tu 6:00PM - 8:30PM","New Cabell Hall 415","International Political Economy of Trade and Investment","",Open,5,15,0
19854,PLIR,8500,001,Seminar,"3","Jonah Schulhofer-Wohl","Mo 7:00PM - 9:30PM","Gibson Hall 241","Special Topics in International Relations","Civil Wars in Theory&Practice",Closed,5,5,0
11335,PLIR,8998,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,50,0
11336,PLIR,8999,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research","",Open,2,50,0
11337,PLIR,9998,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,50,0
11338,PLIR,9999,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research","",Open,9,50,0
11342,PLPT,3020,100,Lecture,"3","Stephen White","MoWe 1:00PM - 1:50PM","McLeod Hall 1020","Modern Political Thought","",Open,178,200,0
11339,PLPT,3020,101,Discussion,"0","Ahmed Teleb","We 6:00PM - 6:50PM","New Cabell Hall 415","Modern Political Thought","",Closed,20,20,0
11340,PLPT,3020,102,Discussion,"0","Ahmed Teleb","We 7:00PM - 7:50PM","New Cabell Hall 287","Modern Political Thought","",Open,14,20,0
11341,PLPT,3020,103,Discussion,"0","Ahmed Teleb","We 8:00PM - 8:50PM","New Cabell Hall 115","Modern Political Thought","",Open,17,20,0
12977,PLPT,3020,104,Discussion,"0","Ross Mittiga","Th 5:00PM - 5:50PM","Gibson Hall 141","Modern Political Thought","",Closed,20,20,0
15205,PLPT,3020,105,Discussion,"0","Ross Mittiga","Th 6:00PM - 6:50PM","New Cabell Hall 211","Modern Political Thought","",Closed,20,20,0
15206,PLPT,3020,106,Discussion,"0","Ross Mittiga","Th 7:00PM - 7:50PM","New Cabell Hall 187","Modern Political Thought","",Open,19,20,0
19803,PLPT,3020,110,Discussion,"0","Janet Lawler","Fr 11:00AM - 11:50AM","Bryan Hall 235","Modern Political Thought","",Open,16,20,0
19804,PLPT,3020,111,Discussion,"0","Janet Lawler","Fr 12:00PM - 12:50PM","Bryan Hall 235","Modern Political Thought","",Closed,20,20,0
19806,PLPT,3020,112,Discussion,"0","Janet Lawler","Fr 1:00PM - 1:50PM","New Cabell Hall 191","Modern Political Thought","",Closed,20,20,0
21966,PLPT,3020,113,Discussion,"0","Ahmed Teleb","Th 6:00PM - 6:50PM","New Cabell Hall 283","Modern Political Thought","",Open,12,20,0
20723,PLPT,3500,001,Seminar,"3","Ross Mittiga","MoWe 3:30PM - 4:45PM","New Cabell Hall 032","Special Topics in Political Theory","Environmental Political Theory",Closed,32,30,0
20899,PLPT,3500,002,Seminar,"3","Colin Kielty","TuTh 2:00PM - 3:15PM","Wilson Hall 238","Special Topics in Political Theory","Digital Political Theory",Closed,31,30,0
19855,PLPT,4020,001,Seminar,"3","George Klosko","MoWe 3:30PM - 4:45PM","Wilson Hall 244","Plato and Aristotle","",Open,18,20,0
14978,PLPT,4030,001,Seminar,"3","Stephen White","Th 3:30PM - 6:00PM","Gibson Hall 142","Democratic Theory","",Closed,16,15,0
19856,PLPT,4060,001,Seminar,"3","Katharine Balfour","We 1:00PM - 3:30PM","New Cabell Hall 594","Politics & Literature","",Closed,10,10,0
20256,PLPT,4500,001,Seminar,"3","Rita Koganzon","Mo 2:00PM - 4:30PM","Brooks Hall 103","Special Topics in Political Theory","Philosophical Foundations",Open,14,15,0
13510,PLPT,4999,001,Independent Study,"3","Sidney Milkis","TBA","TBA","Senior Thesis","",Open,1,20,0
22341,PLPT,5993,001,Independent Study,"1 - 3","George Klosko","TBA","TBA","Selected Problems in Theory and Method","",Open,1,10,0
19858,PLPT,7000,001,Lecture,"3","George Klosko","Tu 6:00PM - 8:30PM","Gibson Hall 241","Introduction to Political Theory","",Open,7,15,0
20258,PLPT,7220,001,Lecture,"3","James Savage","We 5:00PM - 7:30PM","Nau Hall 287","American Political Thought","",Open,2,5,0
14970,PLPT,8500,001,Seminar,"3","Katharine Balfour","Tu 3:30PM - 6:00PM","New Cabell Hall 042","Special Topics in Political Theory","",Open,6,12,0
11343,PLPT,8998,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,50,0
11344,PLPT,8999,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research","",Open,2,50,0
11345,PLPT,9998,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,3,50,0
11346,PLPT,9999,001,Independent Study,"1 - 12","Philip Potter","TBA","TBA","Non-Topical Research","",Open,6,50,0
13384,POL,2220,001,Lecture,"3","Dariusz Tolczyk","TuTh 12:30PM - 1:45PM","Nau Hall 142","Intermediate Polish Language","",Open,5,10,0
11348,PORT,2120,001,Lecture,"4","Lilian Feitosa","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 291","Intermediate Intensive Portuguese","",Open,11,18,0
13442,PORT,2120,002,Lecture,"4","Lilian Feitosa","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 211","Intermediate Intensive Portuguese","",Open,12,18,0
19603,PORT,2120,003,Lecture,"4","Lilian Feitosa","MoWeFr 1:00PM - 1:50PM","New Cabell Hall 211","Intermediate Intensive Portuguese","",Open,9,18,0
21659,POTR,4559,001,Lecture,"3","Eli Carter","MoWe 3:30PM - 4:45PM","New Cabell Hall 056","New Course in Portuguese Translation","Contemporary Brazilian Cinema",Open,17,18,0
15468,PPL,4010,001,Lecture,"3","Matthias Brinkmann","Tu 6:00PM - 8:30PM","New Cabell Hall 066","Research Seminar","",Closed,12,10,0
15469,PPL,4010,002,Lecture,"3","Christopher Berk","Th 6:00PM - 8:30PM","New Cabell Hall 066","Research Seminar","",Closed,10,10,0
18705,PPOL,3230,100,Lecture,"3","Gerald Warburg","MoWe 3:00PM - 3:50PM","Nau Hall 101","Public Policy Challenges of the 21st Century","",Open,216,240,0
18706,PPOL,3230,101,Discussion,"0","Margaret Anderson","Mo 4:00PM - 4:50PM","New Cabell Hall 283","Public Policy Challenges of the 21st Century","",Closed,20,20,0
18707,PPOL,3230,102,Discussion,"0","Margaret Anderson","Mo 5:00PM - 5:50PM","New Cabell Hall 111","Public Policy Challenges of the 21st Century","",Closed,20,20,0
18708,PPOL,3230,103,Discussion,"0","Margaret Gratz","Mo 6:00PM - 6:50PM","New Cabell Hall 364","Public Policy Challenges of the 21st Century","",Closed,20,20,0
18709,PPOL,3230,104,Discussion,"0","Emily Mooney","Tu 7:00PM - 7:50PM","New Cabell Hall 183","Public Policy Challenges of the 21st Century","",Closed,20,20,0
18710,PPOL,3230,105,Discussion,"0","Emily Mooney","Tu 8:00PM - 8:50PM","New Cabell Hall 111","Public Policy Challenges of the 21st Century","",Open,9,20,0
18711,PPOL,3230,106,Discussion,"0","West Connors","We 5:00PM - 5:50PM","Minor Hall 130","Public Policy Challenges of the 21st Century","",Open,18,20,0
18737,PPOL,3230,107,Discussion,"0","West Connors","We 6:00PM - 6:50PM","Minor Hall 130","Public Policy Challenges of the 21st Century","",Open,18,20,0
18738,PPOL,3230,108,Discussion,"0","Phillip Menard","We 7:00PM - 7:50PM","New Cabell Hall 111","Public Policy Challenges of the 21st Century","",Open,12,20,0
18739,PPOL,3230,109,Discussion,"0","Alexander Knutson","Th 2:00PM - 2:50PM","New Cabell Hall 268","Public Policy Challenges of the 21st Century","",Closed,21,20,0
18740,PPOL,3230,110,Discussion,"0","Alexander Knutson","Th 3:00PM - 3:50PM","New Cabell Hall 268","Public Policy Challenges of the 21st Century","",Open,18,20,0
18757,PPOL,3230,111,Discussion,"0","Margaret Gratz","Mo 5:00PM - 6:00PM","New Cabell Hall 044","Public Policy Challenges of the 21st Century","",Closed,20,20,0
18758,PPOL,3230,112,Discussion,"0","Phillip Menard","We 5:00PM - 5:50PM","New Cabell Hall 111","Public Policy Challenges of the 21st Century","",Closed,20,20,0
20250,PPOL,3240,100,Lecture,"3","James Ariail","TuTh 11:00AM - 12:15PM","Maury Hall 115","Counter-Terrorism and the Role of Intelligence","",Closed,52,50,0
21158,PPOL,3241,100,Lecture,"3","Andrew Reynolds","Mo 5:00PM - 7:30PM","Mechanical Engineering 305","Science and Technology Policy for Interns","",Open,2,10,0
18750,PPOL,3290,100,Lecture,"3","Balashankar Mulloth","Tu 5:00PM - 7:30PM","Nau Hall 211","Social Innovation in Emerging Markets: India and South East Asia","",Open,46,50,0
20725,PPOL,3295,100,Lecture,"3","Kirsten Gelsdorf","TuTh 2:00PM - 3:15PM","Minor Hall 125","Global Humanitarian Crises: Dilemmas, Leadership, and Action","",Open,199,200,0
20592,PPOL,3410,100,Lecture,"3","John Beale","Th 3:30PM - 6:00PM","McLeod Hall 1004","Innovation and Social Impact","",Open,47,50,0
20717,PPOL,3450,100,Lecture,"3","Timothy Davis","TuTh 12:30PM - 1:45PM","Thornton Hall E303","Resilient Leadership for Teams and Teammates","",Open,47,49,0
20636,PPOL,3559,100,Lecture,"3","Robert Powers","Tu 2:00PM - 4:30PM","Claude Moore Nursing Educ 1120","New Course in Public Policy and Leadership","Amer Healthcare Sys: Chlng&Opp",Closed,40,40,0
20637,PPOL,3559,200,Lecture,"3","Kristen Jamison","TuTh 3:30PM - 4:45PM","Nau Hall 211","New Course in Public Policy and Leadership","Child Poverty in Schools",Open,49,50,0
21825,PPOL,3559,300,Lecture,"3","Thomas Dukes","TuTh 3:30PM - 4:45PM","Claude Moore Nursing Educ G010","New Course in Public Policy and Leadership","Cybersecurity Policy",Open,46,100,0
20683,PPOL,3559,400,Lecture,"3","Sally Hudson","Mo 4:00PM - 6:30PM","Ruffner Hall 179","New Course in Public Policy and Leadership","Measuring Social Impact",Open,18,30,0
18730,PPOL,4200,100,Lecture,"3","Paul Martin","TuTh 12:30PM - 1:45PM","McLeod Hall 2005","Institutional and Political Context of Public Policy","",Open,44,46,0
18764,PPOL,4200,200,Lecture,"3","Paul Martin","TuTh 9:30AM - 10:45AM","Monroe Hall 122","Institutional and Political Context of Public Policy","",Open,42,46,0
20494,PPOL,4210,100,Lecture,"3","Richard Campanelli","TuTh 11:00AM - 12:15PM","Claude Moore Nursing Educ G120","Integrating Ethics in Public Policy","",Open,43,46,0
20496,PPOL,4210,200,Lecture,"3","Richard Campanelli","TuTh 2:00PM - 3:15PM","McLeod Hall 2007","Integrating Ethics in Public Policy","",Open,45,46,0
18756,PPOL,4225,100,Lecture,"2","Patricia Lampkin,Stephen Cushman","Mo 5:15PM - 7:15PM","The Rotunda Room 150","Leadership and Practice","",Closed,18,18,0
18725,PPOL,4250,100,Lecture,"3","Molly Johnson","MoWe 4:00PM - 5:15PM","Nau Hall 101","Choice and Consequences: The Economics of Public Policy","",Open,76,93,0
18726,PPOL,4250,101,Discussion,"0","Kaitlyn Kozlowski","Mo 7:00PM - 7:50PM","New Cabell Hall 395","Choice and Consequences: The Economics of Public Policy","",Open,24,26,0
18727,PPOL,4250,102,Discussion,"0","Kaitlyn Kozlowski","Mo 8:00PM - 8:50PM","New Cabell Hall 107","Choice and Consequences: The Economics of Public Policy","",Open,22,25,0
18728,PPOL,4250,103,Discussion,"0","Charlotte Carr","We 7:00PM - 7:50PM","New Cabell Hall 315","Choice and Consequences: The Economics of Public Policy","",Open,23,25,0
18729,PPOL,4250,104,Discussion,"0","Charlotte Carr","We 8:00PM - 8:50PM","New Cabell Hall 211","Choice and Consequences: The Economics of Public Policy","",Open,7,20,0
18759,PPOL,4720,100,Seminar,"3","Bevin Etienne","TuTh 9:30AM - 10:45AM","Rouss Hall 410","Open Source for the Common Good","",Closed,48,45,0
18748,PPOL,4730,100,Lecture,"3","Steven Zausner","Mo 12:00PM - 2:30PM","Contact Department","Impact Investing","",Open,23,24,0
18749,PPOL,4735,100,Lecture,"3","Edward Fife","Th 12:00PM - 2:30PM","Contact Department","Experiential Social Entrepreneurship","",Open,22,24,0
20515,PPOL,4735,200,Lecture,"3","Edward Fife","Th 3:30PM - 6:00PM","Monroe Hall 122","Experiential Social Entrepreneurship","",Open,31,35,0
18718,PPOL,4991,100,Seminar,"3","Kirsten Gelsdorf","Tu 5:00PM - 7:30PM","Fayerweather Hall 215","Capstone Seminar","Strat/Ldrshp in Disastr/Conflt",Open,16,18,0
18719,PPOL,4991,200,Seminar,"3","Balashankar Mulloth","We 4:00PM - 6:30PM","Monroe Hall 122","Capstone Seminar","Developing a New Social Ventur",Closed,24,24,0
18720,PPOL,4991,300,Seminar,"3","Jeffrey Bergner","Tu 9:00AM - 11:30AM","Contact Department","Capstone Seminar","War Powers",Open,16,22,0
18731,PPOL,4991,400,Seminar,"3","Jeffrey Bergner","Mo 4:00PM - 6:30PM","Campbell Hall 135","Capstone Seminar","Immigration Reform",Open,19,20,0
18741,PPOL,4991,500,Seminar,"3","Paul Martin","We 12:00PM - 2:30PM","Contact Department","Capstone Seminar","Policy Conflct/Peace in N.IRL",Open,13,20,0
22536,PPOL,4993,001,Independent Study,"1 - 3","Patricia Lampkin","TBA","TBA","Independent Study","",Open,5,6,0
21999,PPOL,4993,002,Independent Study,"1 - 3","Kirsten Gelsdorf","TBA","TBA","Independent Study","",Closed,1,1,0
22604,PPOL,4993,003,Independent Study,"1 - 3","James Ariail","TBA","TBA","Independent Study","",Closed,1,1,0
22033,PPOL,4993,004,Independent Study,"1 - 3","Sophie Trawalter","TBA","TBA","Independent Study","",Open,1,2,0
22610,PPOL,4993,005,Independent Study,"1 - 6","Sophie Trawalter","TBA","TBA","Independent Study","",Closed,1,1,0
22621,PPOL,4993,006,,"","Paul Martin","TBA","TBA","","",Closed,1,1,0
22082,PPOL,5500,001,Seminar,"1","Paul Becker","Mo 7:00PM - 9:00PM","New Cabell Hall 187","Special Topics","Indo-Pacific Policy Challenges",Open,8,20,0
20681,PPOL,5540,100,Workshop,"2","Brooke Lehmann,Paul Martin","Fr 2:00PM - 4:30PM","Monroe Hall 113","Applied Policy Clinics","Social Policy Clinic",Closed,10,10,0
20682,PPOL,5540,200,Workshop,"2","Galen Fountain,Paul Martin","Fr 2:00PM - 4:30PM","GIlmer Hall 155","Applied Policy Clinics","Fiscal Policy Clinic",Open,9,10,0
20701,PPOL,5559,100,Lecture,"3","Noah Myung","Mo 2:00PM - 4:30PM","Mechanical Engr Bldg 215","New Course in Public Policy and Leadership","Optims, Sims, & Strat Games",Open,3,20,0
22155,PPOL,5993,100,Independent Study,"1 - 6","Bevin Etienne","TBA","TBA","Independent Study","",Closed,2,2,0
22156,PPOL,5993,200,Independent Study,"1 - 6","Jeanine Braithwaite","TBA","TBA","Independent Study","",Open,1,2,0
21566,PPOL,6080,100,Seminar,"3","Anna Markowitz,Veronica Katz","Mo 3:30PM - 6:00PM","Ruffner Hall 127","Education Policy","",Open,5,15,0
18766,PPOL,6250,100,Lecture,"3","Daniel Player","TuTh 2:00PM - 3:15PM","Campbell Hall 158","Policy Analysis","",Open,78,85,0
20686,PPOL,6500,001,Seminar,"1","Roberta Savage","Tu 7:00PM - 9:30PM","New Cabell Hall 283","Topics in Public Policy","Implementing Federal Policy",Open,4,20,0
18722,PPOL,6500,002,Seminar,"1","Daniel Reifsnyder","Mo 7:00PM - 9:30PM","New Cabell Hall 187","Topics in Public Policy","Climate Politics",Open,7,20,0
18774,PPOL,6500,003,Seminar,"1","Alexander Jakubow,Paul Martin","We 7:00PM - 9:30PM","New Cabell Hall 027","Topics in Public Policy","Data Wrangling",Open,16,20,0
21717,PPOL,6500,004,Seminar,"1","Jay Shimshack","Tu 7:00PM - 9:30PM","Bryan Hall 235","Topics in Public Policy","Benefit Cost Analysis",Open,15,20,0
21885,PPOL,6500,005,Seminar,"1","Paul Martin","We 12:00PM - 2:30PM","Contact Department","Topics in Public Policy","Crafting Peace in N. Ireland",Open,3,5,0
18714,PPOL,6715,100,Seminar,"3","Gerald Warburg","Tu 12:30PM - 3:00PM","Contact Department","Leadership in U.S. Foreign Policy: Best Practices for Advocates","",Open,19,24,0
18771,PPOL,6770,100,Seminar,"3","Molly Johnson","Tu 3:30PM - 6:00PM","Monroe Hall 122","Development Economics","",Open,8,20,0
20550,PPOL,6810,100,Lecture,"3","Andrew Pennock","Th 12:30PM - 3:00PM","Monroe Hall 122","Virginia Politics and Policy","",Open,12,20,0
21660,PPOL,7025,100,Seminar,"3","Eileen Chou","Tu 12:30PM - 3:00PM","Monroe Hall 122","Values-Based Leadership","",Open,17,30,0
20684,PPOL,7055,100,Seminar,"3","Benjamin Converse","We 3:30PM - 6:00PM","New Cabell Hall 309","Strategies and Processes of Negotiation","",Open,30,32,0
18699,PPOL,7110,100,Lecture,"3","Jay Shimshack","MoWe 2:00PM - 3:15PM","Monroe Hall 122","Economics of Public Policy II","",Open,35,40,0
18701,PPOL,7110,101,Discussion,"0","Stephen Thomson","Mo 6:00PM - 6:50PM","New Cabell Hall 395","Economics of Public Policy II","",Closed,23,20,0
18742,PPOL,7110,102,Discussion,"0","Stephen Thomson","Tu 6:00PM - 6:50PM","New Cabell Hall 183","Economics of Public Policy II","",Open,12,20,0
18704,PPOL,7110,200,Lecture,"3","Jay Shimshack","MoWe 9:00AM - 10:15AM","Monroe Hall 122","Economics of Public Policy II","",Closed,46,43,0
18703,PPOL,7110,201,Discussion,"0","Madison Lahey","Mo 4:00PM - 4:50PM","New Cabell Hall 232","Economics of Public Policy II","",Closed,24,21,0
18743,PPOL,7110,202,Discussion,"0","Madison Lahey","We 6:00PM - 6:50PM","New Cabell Hall 027","Economics of Public Policy II","",Open,21,22,0
18700,PPOL,7160,100,Lecture,"3","Sally Hudson","MoWe 10:30AM - 11:45AM","Monroe Hall 122","Research Methods and Data Analysis II","",Closed,44,40,0
18702,PPOL,7160,101,Discussion,"0","Grant Schwab","Mo 1:00PM - 1:50PM","New Cabell Hall 191","Research Methods and Data Analysis II","",Closed,24,20,0
18744,PPOL,7160,102,Discussion,"0","Grant Schwab","Th 6:00PM - 6:50PM","New Cabell Hall 183","Research Methods and Data Analysis II","",Closed,20,20,0
18715,PPOL,7160,200,Lecture,"3","D Tello-Trillo","MoWe 12:30PM - 1:45PM","Monroe Hall 122","Research Methods and Data Analysis II","",Open,37,40,0
18716,PPOL,7160,201,Discussion,"0","Kelsey Hunt","We 11:00AM - 11:50AM","Nau Hall 241","Research Methods and Data Analysis II","",Open,17,20,0
18745,PPOL,7160,202,Discussion,"0","Kelsey Hunt","Mo 5:00PM - 5:50PM","New Cabell Hall 291","Research Methods and Data Analysis II","",Closed,20,20,0
20641,PPOL,7300,100,Lecture,"3","Allan Stam","We 2:00PM - 4:30PM","Minor Hall 130","Principles of Net Assessment","",Open,15,30,0
20638,PPOL,7559,100,Lecture,"3","Jason Foley","Mo 5:00PM - 7:30PM","Monroe Hall 118","New Course in Public Policy and Leadership","Development & Nat'l Security",Open,17,30,0
20679,PPOL,7559,200,Lecture,"3","Brooke Lehmann","Mo 1:00PM - 3:30PM","Campbell Hall 135","New Course in Public Policy and Leadership","US Mental Health Policy",Open,12,20,0
